subsr,chnl_nm,in_dt,use_tms,pgm_nm,SMRY,ACTR_DISP
65834000,OCN무비즈,20240301021727,34,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
60307000,OCN무비즈,20240301025550,25,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
62567000,바둑TV,20240301133833,6,제25회 농심신라면배 세계바둑최강전,"",""
60311000,KBS1,20240301193916,222,KBS 생생토론,지역의 주요 현안과 이슈를 집중 진단하는 시사 토론 프로그램,""
64750000,J골프&스포츠,20240301092742,10,2024 PGA투어 카그니전트 클래식,"",""
63145000,J골프&스포츠,20240301223932,16,2024 PGA투어 카그니전트 클래식,"",""
65213000,스포골프헬스,20240301154629,4486,2024 LIV골프 제다,"",""
62248000,스포골프헬스,20240301213446,7,2024 LIV골프 제다,"",""
62226000,더무비,20240301142515,0,람보 3,"","실베스터 스탤론,리차드 크레나"
66812000,더무비,20240301142910,2,람보 3,"","실베스터 스탤론,리차드 크레나"
66812000,더무비,20240301144257,3,람보 3,"","실베스터 스탤론,리차드 크레나"
61773000,대교노리Q,20240301092857,724,극장판엄마까투리도시로간까투리...,"",""
60824000,더무비,20240301135644,69,람보 3,"","실베스터 스탤론,리차드 크레나"
65613000,더무비,20240301142852,5,람보 3,"","실베스터 스탤론,리차드 크레나"
59884000,캐치온2,20240301040649,4539,사일런트 나이트,"","키이라 나이틀리,매튜 구드"
66942000,투니버스,20240301225201,8,아기공룡 둘리 얼음별대모험,"우리나라 만화계의 독보적인 캐릭터 [아기공룡 둘리]의 활약이 코믹하게 묘사된 극장용 애니메이션. 김수정 감독의 탄탄한 원작 만화를 기초로 하여, 빙하를 타고 인간세계로 내려온 아기공룡 둘리와 그의 친구들의 모험이 그려지고 있다. 어린 아이들의 동심의 세계를 현실감 있으면서도 따뜻하게 그려내어 부모와 함께 볼만한 애니메이션.",박영남
66574000,투니버스,20240301222135,10,아기공룡 둘리 얼음별대모험,"우리나라 만화계의 독보적인 캐릭터 [아기공룡 둘리]의 활약이 코믹하게 묘사된 극장용 애니메이션. 김수정 감독의 탄탄한 원작 만화를 기초로 하여, 빙하를 타고 인간세계로 내려온 아기공룡 둘리와 그의 친구들의 모험이 그려지고 있다. 어린 아이들의 동심의 세계를 현실감 있으면서도 따뜻하게 그려내어 부모와 함께 볼만한 애니메이션.",박영남
60252000,OCN무비즈,20240301030820,6,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
65616000,OCN무비즈,20240301005647,476,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
64484000,OCN무비즈,20240301004128,40,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
65696000,OCN무비즈,20240301174958,6,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
66362000,OCN무비즈,20240301011852,1575,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
66435000,OCN무비즈,20240301174049,9375,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
65616000,OCN무비즈,20240301002610,51,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
60283000,OCN무비즈,20240301014932,59,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
64649000,OCN무비즈,20240301010205,0,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
64668000,OCN무비즈,20240301164527,471,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
65919000,OCN무비즈,20240301164926,1147,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
63031000,OCN무비즈,20240301003607,280,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
65876000,OCN무비즈,20240301164344,565,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
63074000,OCN무비즈,20240301172754,10,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
62751000,OCN무비즈,20240301010642,289,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
67039000,OCN무비즈,20240301162823,7,런던 해즈 폴른,사상 최악의 테러가 벌어진 런던에서 미국 대통령이 납치되는 위기에 맞서는 일급 경호원과 영국 정보국의 활약을 그린 액션 블록버스터,"제라드 버틀러,아론 에크하트,모건 프리먼,샬롯 라일리"
66402000,OCN무비즈,20240301010426,90,이끼,"","유준상,유해진,허준호,유선,정재영,박해일,김준배,김상호"
64720000,tvN스토리,20240301135458,1080,미스터 션샤인(14회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
64720000,tvN스토리,20240301135458,1080,미스터 션샤인(13회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
64847000,tvN스토리,20240301180351,1285,미스터 션샤인(16회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
66812000,더무비,20240301141442,7,람보 3,"","실베스터 스탤론,리차드 크레나"
64005000,tvN스토리,20240301150612,8,미스터 션샤인(14회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
63387000,tvN스토리,20240301171007,1,미스터 션샤인(15회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
64386000,tvN스토리,20240301180725,5,미스터 션샤인(16회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
64865000,더무비,20240301150037,783,람보 3,"","실베스터 스탤론,리차드 크레나"
60485000,더무비,20240301135502,3,람보 3,"","실베스터 스탤론,리차드 크레나"
61702000,더무비,20240301140415,8,람보 3,"","실베스터 스탤론,리차드 크레나"
60044000,tvN스토리,20240301155727,423,미스터 션샤인(15회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
67346000,더무비,20240301134716,6713,람보 3,"","실베스터 스탤론,리차드 크레나"
61763000,tvN스토리,20240301145140,84,미스터 션샤인(14회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
65258000,tvN스토리,20240301150025,17,미스터 션샤인(14회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
60506000,더무비,20240301141032,128,람보 3,"","실베스터 스탤론,리차드 크레나"
64479000,더무비,20240301150617,23,람보 3,"","실베스터 스탤론,리차드 크레나"
66529000,tvN스토리,20240301143454,12,미스터 션샤인(14회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
66182000,tvN스토리,20240301140724,3248,미스터 션샤인(13회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
64104000,tvN스토리,20240301134731,6,미스터 션샤인(13회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
60528000,tvN스토리,20240301132916,6,미스터 션샤인(13회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
61077000,tvN스토리,20240301140424,10,미스터 션샤인(13회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
64374000,tvN스토리,20240301133043,12,미스터 션샤인(13회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
64976000,더무비,20240301151931,0,람보 3,"","실베스터 스탤론,리차드 크레나"
66634000,tvN스토리,20240301180622,173,미스터 션샤인(16회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
66972000,tvN스토리,20240301165328,0,미스터 션샤인(15회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
66577000,tvN스토리,20240301154748,1,미스터 션샤인(15회),신미양요 때 군함에 승선해 미국에 떨어진 한 소년이 자신을 버린 조선으로 돌아와 주둔하며 벌어지는 이야기를 그린 드라마,"이병헌,김태리,유연석,변요한,김민정,조우진,김병철,배정남,최무성,김의성,신정근"
64720000,KBS1,20240301194130,28,KBS 생생토론,지역의 주요 현안과 이슈를 집중 진단하는 시사 토론 프로그램,""
64130000,OCN무비즈2,20240301185918,0,스파이,"대한민국 최고의 스파이가 국가의 운명이 걸린 초특급 작전을 수행하던 중, 자신의 정체를 모르는 마누라가 작전에 휘말리며 벌어지는 코믹 첩보 액션 영화","설경구,문소리,다니엘 헤니,고창석,한예리,정인기,라미란,송재호"
